UserName,Handle,Timestamp,Text,Emojis,Comments,Likes,Retweets
David E. Ryu,@davideryu,2020-10-21T22:23:57.000Z,"Climate change is an international crisis, and we need to take bold, collaborative action. This legislation sets a clear and achievable goal, and one that is a necessary step towards meeting our long term climate goals. Thank you to 
@PaulKoretzCD5
 for co-sponsoring this motion.",,4,,1
David E. Ryu,@davideryu,2020-10-21T19:16:57.000Z,"The deadline for the 
@LACity
 Child Care Provider Grant program has been extended to Oct. 26th! If you know a licensed childcare provider in LA City, help share this information. 

Apply at http://laecefund.org, and get help applying from an 
@LAEWDD
 BusinessSource Center.Child Care Alliance of LA
@CCAllianceLA
 · Oct 21
Update: The @LACity #ChildCare Provider Grant Program application deadline has been extended to 10/26/2020 at 12 p.m. If you're a #childcare provider in the city of LA, apply today at http://ow.ly/lLJP50BYgsB. #ChildCareIsEssential #LAchildcaregrant

@Liifund @CD6Nury @LAEWDD",,5,,2
EDD,@CA_EDD,2020-10-18T17:40:03.000Z,"There is a new Flow Chart available on the EDD website to help assist individuals in determining what benefit claims they may qualify for, guidance on extensions, and what to expect if a claim runs out. https://bit.ly/3lRaPTp",,28,22,84
LA Metro,@metrolosangeles,2020-10-21T16:45:16.000Z,Learn more about the East San Fernando Light Rail Transit Project at our community meeting on Oct. 26. This meeting will be in Spanish with English translation available. http://mtro.la/lcs350BWTm6,,3,6,27
David E. Ryu,@davideryu,2020-10-21T01:02:48.000Z,"My colleagues and I are calling on Mercury Public Affairs to sever ties with Turkey, a country supporting Azerbaijan's despicable, deadly, and unprovoked attack on the Republic of Artsakh. Mercury needs to decide what values it stands for, and it needs to do so now.",,36,75,125
David E. Ryu,@davideryu,2020-10-20T20:11:14.000Z,"Proud to join incredible community leaders to kick off #TeenDriverSafetyWeek. Car crashes are a leading cause of teen deaths, and are entirely preventable. Thank you to Jeri of 
@InHonorOfConor
, Lili of 
@ValentinaSRK
, and 
@LosAngelesWalks
 for helping to raise awareness.John Yi and 2 others",,3,1,3
LA City Emergency Management Department,@ReadyLA,2020-10-16T17:02:34.000Z,"Being prepared can be simple. Gather these 12 essentials, and you will #BePrepared for any emergency!",,2,18,29
David E. Ryu,@davideryu,2020-10-20T00:06:59.000Z,"I'm happy to share that today my motion seeking to implement a permanent version of Al Fresco was approved in committee.

With thousands of restaurants currently participating in Al Fresco, its popularity is undeniable. Al Fresco should be made permanent.PRESS RELEASE: Councilmember Ryu’s Permanent Al Fresco Legislation Moves Forward
davidryu.lacity.org",,12,7,18
David E. Ryu,@davideryu,2020-10-20T00:06:59.000Z,"We have an opportunity to reimagine the ways that we use our city streets and support our local businesses. Now is the time to think about how we want our city to emerge from this pandemic, and this is one way we can emerge better than before.",,4,4,8
David E. Ryu,@davideryu,2020-10-19T23:42:43.000Z,"Child care providers: the 
@LACity
 COVID-19 Child Care Provider Grant Program is providing $10K, $25K and $40K grants for licensed centers & agencies experiencing financial hardships due to #COVID19. Spread the word!

Apply by 10/22 
 http://laecefund.org",➡,3,8,10
LAFD Talk,@LAFDtalk,2020-10-15T14:04:38.000Z,"Today's #Wildfire 
 Danger Rating for the City of #LosAngeles is VERY HIGH: http://bit.ly/LAFDweather

Please be #ReadyForWildfire! We ask #OnlyYou to help #PreventWildfire by being extra careful with heat, sparks and flame: 
 https://lafd.org/wildfireLAFD Weather",🔥 🔗,,11,18
David E. Ryu,@davideryu,2020-10-15T20:00:10.000Z,"There is NO citizenship question on the #2020Census, and your response is completely confidential. We only get one shot every 10 years to ensure everyone is counted - make sure your community gets the funding it deserves! 

Go to http://my2020census.gov or call 844-330-2020.California Census and 2 others",,1,1,1
U.S. Census Bureau,@uscensusbureau,2020-10-15T14:00:04.000Z,Today is your last chance to respond to the #2020Census. Don’t miss this opportunity to shape your community’s future for the next 10 years. Respond now at http://2020CENSUS.GOV.,,449,7.7K,5.2K
David E. Ryu,@davideryu,2020-10-15T17:02:08.000Z,"Grants are now available for child care providers in LA! The 
@LACity
 program will provide $10K, $25K and $40K grants for licensed centers & agencies experiencing financial hardships due to #COVID19. 

Apply 
 http://Laecefund.org #LAChildCareGrant",▶,,3,3
David E. Ryu,@davideryu,2020-10-14T22:08:34.000Z,"Thank you to 
@LACorps
 for bringing this #LACD4 street sign out of hiding! The LA Conservation Corps is a youth development organization that provides work and education to underserved youth in our communities. Learn more about their work at http://lacorps.org.",,7,3,3
Greg Spotts,@Spottnik,2020-10-14T18:57:00.000Z,"I found my street trees of the week on Dixie Canyon Ave in Sherman Oaks - a shaded oasis of green 
@shermanoaks_nc
 
@davideryu",,1,4,14
David E. Ryu,@davideryu,2020-10-14T17:48:34.000Z,"Today Council approved my legislation to raise the recusal requirement standard for City Councilmembers. This works to push our city towards the level of transparency and accountability that Angelenos expect and deserve.PRESS RELEASE: City Council Approves Councilmember Ryu’s Recusal Legislation
davidryu.lacity.org",,7,3,6
David E. Ryu,@davideryu,2020-10-14T17:48:35.000Z,"Today’s vote is another step towards rebuilding trust with the public, but it cannot be the last. We need a robust and fully publicly financed election system to root out corruption once and for all.",,1,1,2
David E. Ryu,@davideryu,2020-10-14T17:12:23.000Z,"ATTN: We have exactly ONE DAY to complete the #2020Census! This is an all-hands-on-deck moment for LA. Angelenos are still greatly undercounted, and are in danger of losing a significant amount of funding. Help spread the word! 

Be counted: http://My2020Census.govCalifornia Census 2020 and 2 others",,1,1,3
David E. Ryu,@davideryu,2020-10-13T23:16:20.000Z,"Let’s show the LA River some love! Grab your mask, gloves, and pick your favorite spot along the river for a self-guided watershed cleanup with 
@FoLARtweets
  

Learn more about how to get involved at http://folar.org/cleanupFoLAR",💦,2,1,3
David E. Ryu,@davideryu,2020-10-13T19:51:02.000Z,"Coming soon! Applications are opening soon for 
@LACity
's COVID-19 Child Care Provider Grant Program. The program will provide $10M in grants to licensed providers, and can be used to cover items such as employee payroll, capital expenses, and more. Stay tuned for more info!LAEWDD and City of Los Angeles",,2,4,4
David E. Ryu,@davideryu,2020-10-12T18:29:02.000Z,"On Indigenous Peoples Day, we celebrate the vibrant history of Native people, as well as the many contributions they have made throughout our history. It is also a time to reflect on a painful past, and recommit to the work of repairing centuries of discrimination and neglect.",,2,5,15
David E. Ryu,@davideryu,2020-10-09T21:56:38.000Z,"Friday fact: #CD4 is home to the oldest independent book store in LA 
Stop by 
@ChevaliersBooks
 for in store shopping, or shop online! They also have virtual events every week for book lovers everywhere 
 http://chevaliersbooks.com",📚 📖,2,2,11
David E. Ryu,@davideryu,2020-10-09T21:31:42.000Z,"Happy #FilipinoAmericanHistoryMonth! This year, as we celebrate their history, we must also confront the challenges of the present. Filipinos have been on the frontlines of this pandemic. Let's work to lift up their stories, and ensure a healthy and safe workplace for all.",,,3,5
David E. Ryu,@davideryu,2020-10-07T17:30:14.000Z,"Local business owners: check out 
@lapublichealth
 department's COVID-19 Safety Compliance Certificate Program. This voluntary training program is a great opportunity to learn more about required safety protocols.

Learn more 
 https://bit.ly/3iiTwJnLos Angeles County and LA Public Health",➡,2,,2
David E. Ryu,@davideryu,2020-10-06T22:16:00.000Z,"Did you know that essential workers can receive subsidized child care services for children ages 0-12? 

Learn more and apply through 
@PathwaysLA
 for childcare funding 
 http://pathwaysla.org/essential",➡,,4,9
David E. Ryu,@davideryu,2020-10-06T19:25:06.000Z,"From Slow Streets to Al Fresco, COVID-19 is reshaping the way we use our city streets. 

This is why I’ve introduced legislation to make these programs permanent. By reimagining our public spaces, we can shape a safer and more inclusive city.How COVID-19 repurposed city streets
Host Kai Ryssdal met with Seleta Reynolds — to hear how the city recreated the space during the pandemic.
marketplace.org",,5,3,4
David E. Ryu,@davideryu,2020-10-06T16:38:03.000Z,"Don’t forget to take Metro’s short survey on their new proposal to eliminate bus and rail fares! 
 

Share your feedback by 5pm on 10/12 for a chance to win a $100 Visa cardAs we study a fareless system, we want to hear from you — take our survey!
Metro has established an exploratory task force to study and identify the benefits, challenges and implications of a fareless system, we want to hear from you. To provide your feedback and for a ch…
thesource.metro.net",🚉,2,2,3
David E. Ryu,@davideryu,2020-10-05T23:15:01.000Z,"Apply today! Grants are available for small businesses, nonprofits, and micro-entrepreneurs (including workers participating in the gig economy, street vendors, sole proprietors, independent contractors, and more). 

Apply 
 http://LACovidFund.org",➡,,3,4
David E. Ryu,@davideryu,2020-10-05T19:52:22.000Z,"I stand in solidarity with the Armenian people, and with my colleague 
@PaulKrekorian
, in condemning Azerbaijan's attacks on Artsakh.

We are calling on the United States to condemn these attacks, and work for peace and security for Artsakh and Armenia.",,7,13,33
LAFD Talk,@LAFDtalk,2020-10-02T03:05:51.000Z,"Your #LAFD has some breaking news - it's a whole new page! #Wildfire season is upon us and we want you to be best prepared to protect yourself, home and family Visit the new http://lafd.org/wildfire for information/tips/resources for wildfire preparedness",,1,16,24
David E. Ryu,@davideryu,2020-10-02T20:30:23.000Z,"I condemn Azerbaijan's egregious and unprovoked attacks on The Republic of Artsakh and Armenia, and condemn Turkey's involvement and support of these hostilities, destabilizing the region during a global pandemic.",,193,644,1.2K
David E. Ryu,@davideryu,2020-10-02T20:30:24.000Z,"We must heed the lessons of history and unequivocally condemn these acts and help to restore peace. I stand in strong solidarity with my colleagues 
@PaulKrekorian
 and 
@CD6Nury
 in calling on the Federal government to denounce this attack and work to end it immediately.",,19,20,89
David E. Ryu,@davideryu,2020-10-02T19:10:06.000Z,"Stop by the Greater Los Angeles County Vector Control District SWAT Lab for info on what you can do to protect yourself and your neighbors from mosquitoes. 

Taking place tomorrow from 10am-2pm at the Van Nuys Sherman Oaks Rec Center. Remember to wear your mask!",,3,4,5
City of Los Angeles,@LACity,2020-10-02T18:32:42.000Z,"Stay cool LA
 #BeattheHeatL.A. Public Library
@LAPublicLibrary
 · Oct 2
Six libraries are open today from 12pm-6pm for Angelenos to escape the heat: http://lapl.me/r77QApL",☀,7,30,65
David E. Ryu,@davideryu,2020-10-02T17:03:46.000Z,"Even a mild flu season, when combined with COVID-19, could be very dangerous. Make sure you protect yourself and your loved ones by getting your flu shot. 

You can get a free shot from 
@LACity
, or call your local pharmacy. Find more information at http://Coronavirus.LACity.org/FluShot.",,1,2,2
David E. Ryu,@davideryu,2020-10-02T01:58:19.000Z,"Millions of Americans who were already in a tough situation before COVID-19 are now facing an impossible situation. This is why I introduced legislation to forgive rent & utility debt. But LA can’t do it alone - the Federal government MUST step up.Millions of Americans risk losing power and water as massive, unpaid utility bills pile up
Cash-strapped, and in some cases still unemployed, many Americans have fallen far behind on their electricity, water and gas bills, prompting a renewed conversation about the need for Congress to...
washingtonpost.com",,,,4
David E. Ryu,@davideryu,2020-09-29T22:30:35.000Z,"Our Emerge Into Equity webinar series touched on many important issues that impact women - including childcare, employment, domestic violence, and more. I'm deeply grateful to all the amazing panelists who shared their expertise.

If you missed it 
 http://bit.ly/cd4emerge",➡,,1,1
L.A. Public Library,@LAPublicLibrary,2020-09-29T17:02:49.000Z,Cooling Centers will be open today through October 2 from 12pm-6pm for Angelenos to escape the heat: http://lapl.me/jhswLGj,,,20,21
David E. Ryu,@davideryu,2020-09-29T20:30:55.000Z,"This is great news! These rat poisons are responsible for far too many wildlife deaths, including mountain lions. I've long advocated for a ban, and am glad to see this important step forward. Thank you to 
@GavinNewsom
, 
@AsmRichardBloom
, 
@HenrySternCA
 & 
@laurafriedman43
.ALDF
@ALDF
 · Sep 29
BREAKING: California is the first state to enact safeguards for super-toxic rat poisons to protect the state’s native wildlife from needless suffering. Thank you to Gov. @GavinNewsom, @AsmRichardBloom, @HenrySternCA, and @laurafriedman43. Learn more: https://aldf.org/article/governor-newsom-signs-bill-protecting-wild-animals-from-super-toxic-rat-poisons/…",,,3,11
David E. Ryu,@davideryu,2020-09-29T19:59:52.000Z," MISSING PERSON: Juan Carlos Hernandez was last seen on September 22, near the 3200 block of West Adams Boulevard. He hasn't been seen or heard from since. Please notify the Los Angeles Police Department if you have any information.",🚨,1,8,6
David E. Ryu,@davideryu,2020-09-29T19:11:51.000Z,"The Census deadline has been extended - but California shouldn't wait. Taking the #2020Census can help reshape our communities for the next decade.
 Visit http://my2020census.gov
 Call 844-330-2020
 Or return the mail-in form!California Census and 2 others",☑ ☑ ☑,,,3
David E. Ryu,@davideryu,2020-09-28T17:24:50.000Z,"The same guy who wants to deny Los Angeles and other U.S. cities critical public funds by cutting the census short.Trump’s Taxes Show Chronic Losses and Years of Income Tax Avoidance
The Times obtained Donald Trump’s tax information extending over more than two decades, revealing struggling properties, vast write-offs, an audit battle and hundreds of millions in debt coming due.
nytimes.com",,4,3,7
David E. Ryu,@davideryu,2020-09-28T16:45:26.000Z,"Getting your flu shot has never been more important. Avoiding the flu can help Los Angeles avoid a 'twindemic' of COVID-19 and flu patients overwhelming hospitals this fall.

Seriously - cross this one of your list. Register for your free flu shot now at http://coronavirus.lacity.org/flushotCity of Los Angeles",,1,5,8
David E. Ryu,@davideryu,2020-09-27T16:46:47.000Z,"Yom Kippur is a time for atonement and reflection. Wishing everyone observing an easy and meaningful fast. G'mar hatimah tova, may this year end in goodness.",,11,2,14
LA City Emergency Management Department,@ReadyLA,2020-09-20T15:01:24.000Z,"Teach children what to do in an emergency and make it fun so it will be easy for them to remember. Be sure to also remind them that if an emergency happens while they are away from home, to follow any of the instructions given to them. #BeReady",,,5,4
David E. Ryu,@davideryu,2020-09-25T22:13:36.000Z,"If you're healthy and able, consider participating in a blood drive with 
@RedCrossLA
. Your blood donation may help save as many as 3 lives! Find a blood drive near you: http://bddy.me/32UBYhqRed Cross Los Angeles
@RedCrossLA
 · Sep 22
Today is the first day of #fall. 
 Seasons may change, but the need for blood is constant. All blood types are needed to ensure a ready supply for patients. Schedule your appointment today at https://bddy.me/32UBYhq",🍂,2,2,2
LAEWDD,@LAEWDD,2020-09-24T21:00:23.000Z,"One day left!!! Has your non-profit submitted an application for Round 4.5 of the LA Regional COVID Fund? Applications close tomorrow 9/25/20. 
 grants of $75K are available! Apply: http://lacovidfund.org 
@PACELABusiness
 @VSEDC_
 BusinessSource can help with apps!PACE Business Development Center
@PACELABusiness
 · Sep 14
LA Regional COVID Fund Round 4.5 For Non-Profits Only will open during 9/21/20-9/25/20. Approximately 100 grants of $75,000 will be awarded. Get ready now!

Learn more at https://rebrand.ly/lacovidfund

#EWDD #LISC #grant #fund #nonprofit",💯,1,3,2
StreetsLA,@BSSLosAngeles,2020-09-25T18:29:02.000Z,"Today our StreetsLA crew is working on a resurfacing project on Mulholland Dr from Beverly Dr to Java Dr in #cd4 StreetsLA making our streets safe and mobile for all. 
@davideryu
 @GMsTREEtsLA1H2O
 @LACityDPW",,2,3,7
David E. Ryu,@davideryu,2020-09-23T18:59:31.000Z,"We need #rentforgiveness and rent & utility debt relief to stop families from falling into poverty.

I intro’d legislation to bring rent forgiveness to LA and stop a tsunami of evictions. Read more New Eviction Moratoriums ‘a Band-Aid,’ Say Housing Advocates
Tenants impacted by the pandemic still face mounting debt and possible eviction in the new year.
capitalandmain.com",⬇,4,2,2
David E. Ryu,@davideryu,2020-09-23T18:44:44.000Z,"California is the first state in the nation to take this step. 

Others must follow. We must all keep moving forward to a carbon-free future. Thank you Gov 
@GavinNewsom
.The Verge
@verge
 · Sep 23
California will ban new combustion-engine vehicles starting in 2035 https://theverge.com/2020/9/23/21452825/california-ban-combustion-gas-vehicles-cars-2035?utm_campaign=theverge&utm_content=chorus&utm_medium=social&utm_source=twitter…",,3,,2
Senator Holly J. Mitchell,@SenHJMitchell,2020-09-23T17:51:44.000Z,Families and child care providers need Congress to prioritize at least $50billion in COVID relief. #SaveChildCare,,,4,8
David E. Ryu,@davideryu,2020-09-23T16:20:46.000Z,"Join Friends of the LA River's Self-Guided Watershed CleanUp effort taking place all month long! Grab your gloves & mask and help prevent trash from entering our waterway. Download Litterati and enter code FOLAR2020 to participate! 

Learn more 
 http://folar.orgFoLAR",➡,1,3,2
CA Public Health,@CAPublicHealth,2020-09-19T18:58:14.000Z,"We don’t have a vaccine for COVID-19 yet, but we do have one for flu. A flu shot is an important way to stay healthy & strong during the pandemic. We’re stronger when we’re all protected. Check with your health care provider or http://vaccinefinder.org for a location near you.",,35,49,78
David E. Ryu,@davideryu,2020-09-22T18:22:14.000Z,"Today I introduced a motion with 
@CD6Nury
 and 
@MRodCD7
 to build a statue honoring the late Ruth Bader Ginsburg in Los Angeles. 

RBG was a trailblazer, a visionary, and an inspiration to millions. Her legacy lives on in American law and spirit - and should carry forth in LA.",,53,14,45
David E. Ryu,@davideryu,2020-09-22T16:55:03.000Z,"If you’re a small business owner looking to better understand key local issues like workplace regulations and government relief programs, register for my Small Business Resource webinar with 
@BetTzedek
 this Thursday!

Register: http://bit.ly/924Webinar",,,3,2
LAEWDD,@LAEWDD,2020-09-18T17:50:01.000Z,"Spread the word! Round 4.5 of the LA Regional COVID Fund will offer 100 grants, $75K each to nonprofits providing social safety net services that assist low-to-moderate income communities! Apply: http://lacovidfund.org 
Info session: TUES 9/22, 1PM: https://bit.ly/3mdnlh4LISC Los Angeles
@LISC_LA
 · Sep 18
Do you know a nonprofit providing social safety net services serving low-to-moderate income communities? Approximately 100 grants of $75,000 will be awarded. Learn how to apply for funding at our next info session.
 Tuesday Sept. 22nd, 1:00 pm
Register: https://bit.ly/3mdnlh4",🗓 🗓,,2,2
David E. Ryu,@davideryu,2020-09-21T18:51:25.000Z,"Happening NOW! The final session of Women in the Time of COVID-19 series w/
@LACSW
. We're discussing Employment & Childcare with 
@SenHJMitchell
, 
@MontielFabiola
 of 
@First5LA
, 
@gloriadavi
 of Girls Club of LA & 
@MelanyDeLaCruz4
 of 
@uclaaasc
.

Livestream at http://facebook.com/cd4ryu",,1,6,13
First5LA Best Start,@F5LABestStart,2020-09-21T18:15:37.000Z,"So excited to see our partner 
@MontielFabiola
 on this panel! Tune in details are below! David E. Ryu
@davideryu
 · Sep 21
Join us TODAY at 11:30am for the final session of our Women in the Time of COVID-19 series. We'll be discussing Employment & Childcare with @SenHJMitchell, @MontielFabiola of @First5LA, @gloriadavi of Girls Club of LA & @MelanyDeLaCruz4 of @uclaaasc

RSVP: http://bit.ly/cd4session3",👍,,1,2
David E. Ryu,@davideryu,2020-09-21T17:11:42.000Z,"Join us TODAY at 11:30am for the final session of our Women in the Time of COVID-19 series. We'll be discussing Employment & Childcare with 
@SenHJMitchell
, 
@MontielFabiola
 of 
@First5LA
, 
@gloriadavi
 of Girls Club of LA & 
@MelanyDeLaCruz4
 of 
@uclaaasc
RSVP: http://bit.ly/cd4session3City of LA CSW",,1,6,8
LAFD Talk,@LAFDtalk,2020-09-21T15:13:49.000Z,"Today's #Wildfire 
 Danger Rating for the City of #LosAngeles is VERY HIGH: http://bit.ly/LAFDweather

Please be #ReadyForWildfire and help #PreventWildfire:
 http://preventwildfireca.org
 http://readyforwildfire.orgLAFD Weather",🔥 🔗 🔗,,9,10
David E. Ryu,@davideryu,2020-09-18T18:34:00.000Z,"I have been calling for national rent & mortgage forgiveness since the COVID-19 pandemic began. But if the Trump administration won’t step up, then we will. Read more about my rental & utility forgiveness plan below PRESS RELEASE: Councilmember Ryu Introduces Rental Debt Forgiveness Plan
davidryu.lacity.org",⬇,1,1,3
David E. Ryu,@davideryu,2020-09-18T17:38:46.000Z,"Anti-AAPI hate crimes have risen dramatically during #COVID19. Thank you 
@RepGraceMeng
 for pushing forward a resolution condemning all forms of racism. I'm proud to lead 
@LACityCouncil
 in supporting her legislation & reforming hate crime laws here in LA.House passes resolution to denounce Covid-19 racism toward Asian Americans
Rep. Grace Meng, the main sponsor of the resolution, said the vote showed that ""the House said, 'Enough.'""
nbcnews.com",,,,7
David E. Ryu,@davideryu,2020-09-18T02:52:01.000Z,"Sheriff Villanueva has blocked investigations, violated the law, and refuses accountability in the #LASheriff’s department. He is not fairly serving the people of LA County. He must resign.Supervisors join calls for Sheriff Villanueva to step down
Several members of a watchdog agency have called on Sheriff Alex Villanueva to resign, marking a further escalation of tensions between the sheriff and his overseers.
latimes.com",,36,91,178
David E. Ryu,@davideryu,2020-09-17T20:26:58.000Z,Shanah Tovah U'Metukah! Wishing you and your families a very happy and meaningful New Year.Rabbi Sharon Brous and 2 others,,2,2,6
David E. Ryu,@davideryu,2020-09-17T20:26:58.000Z,"I'm proud to have 
@IKAR_LA
 in #LACD4 - and this year, they're helping to bring hope and unity with the Shofar Wave with 
@JFedLA
. They will be starting at 3pm on the second day of Rosh Hashanah with the first set of tekiot. Learn more & participate at http://jewishla.org/shofar-wave-schedule….IKAR and Jewish Federation of Greater Los Angeles",,1,5,10
David E. Ryu,@davideryu,2020-09-17T18:16:48.000Z,"Today at 7pm, renowned Griffith Park historian Mike Eberts will discuss why an area near the Mulholland Fountain being converted into a bridge home for unhoused persons is not a completely new concept.

RSVP: http://friendsofgriffithpark.org",,2,2,2
Marqueece Harris-Dawson,@mhdcd8,2020-09-17T16:16:34.000Z,"This is hugeCalifornia Endowment
@CalEndow
 · Sep 17
A win for incarcerated firefighters! 
California depends on the incarcerated to fight #CAFires. However, despite risking their lives on the front lines, a career as firefighters was out of reach.

A new law signed last week will finally change that.",,1,4,18
David E. Ryu,@davideryu,2020-09-16T23:51:36.000Z,"Teaching the truth about the Holocaust is critical to an informed, compassionate and safer world today. I'm grateful that we have many important cultural institutions committed to this education in LA, like the 
@hmla1961
 in #LACD4Nearly two-thirds of US young adults unaware 6m Jews killed in the Holocaust
According to survey of adults 18-39, 23% said they believed the Holocaust was a myth, had been exaggerated or they weren’t sure
theguardian.com",,,,3
KFI AM 640,@KFIAM640,2020-09-16T13:39:04.000Z,"Councilman David Ryu introduced a motion to temporarily halt construction in sensitive hillside areas within the Los Angeles Fire Department's “Very High Fire Hazard Severity Zone.''LA Councilman Wants to Pause Construction in Hillside, At-Risk Fire Areas | KFI AM 640
Councilman David Ryu introduced a motion today to temporarily halt construction in sensitive hillside areas within the Los Angeles Fire Department's “Very High Fire Hazard Severity Zone.''
kfiam640.iheart.com",,3,4,6
David E. Ryu,@davideryu,2020-09-16T20:09:41.000Z,"Attn. small business owners: next Thursday at 12pm I'll be hosting a Small Business Webinar with 
@BetTzedek
. Legal reps will discuss key local issues like workplace regulations, and the resources available to you!

Register: http://bit.ly/924WebinarBet Tzedek",,,1,3
